stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\user\Desktop\CSI2P-Final-Project-Template\Final2024\allegro5.cfg r
display  D   display_settings.c:398  _al_score_display_settings       [   0.07258] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07259] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07260] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07260] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07261] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07262] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07263] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07264] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07265] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07266] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07267] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07268] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07268] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07269] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07270] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07271] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07272] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07273] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07274] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07275] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07276] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07276] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07277] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07278] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07279] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07280] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07281] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07282] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07283] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07283] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07284] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07285] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07286] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07287] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07288] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07289] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07290] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07291] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07291] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07292] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07293] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07294] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07295] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07296] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07297] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07298] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07299] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07299] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07300] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07301] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07302] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07303] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07304] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07305] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07306] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07306] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07308] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07308] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07309] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07310] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07311] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07312] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07313] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07314] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07315] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07315] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07316] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07317] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07318] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07319] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07320] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07321] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.07322] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07323] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07323] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07324] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07325] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.07326] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.07327] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1682 d3d_create_display_internals     [   0.07329] Trying format 0.
d3d      I         d3d_disp.cpp:1358 d3d_display_thread_proc          [   0.07343] Chose a display format: 23
d3d      I         d3d_disp.cpp:1427 d3d_display_thread_proc          [   0.07346] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.08889] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:853  d3d_create_device                [   0.16264] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:861  d3d_create_device                [   0.16270] Success
d3d      D         d3d_disp.cpp:1705 d3d_create_display_internals     [   0.16273] Resumed after wait.
d3d      I         d3d_disp.cpp:1738 d3d_create_display_internals     [   0.16278] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1769 d3d_create_display_internals     [   0.16280] Returning d3d_display: 0000000000ebba30
d3d      D         d3d_disp.cpp:1794 d3d_create_display_locked        [   0.16281] al_display=0000000000ebba30
d3d      D         d3d_disp.cpp:1795 d3d_create_display_locked        [   0.16283] al_display->vt=0000000000ebb8c0
system   D            wsystem.c:874  _al_win_safe_load_library        [   0.16306] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
